,review
7496,this bright brunello is accented by generous tones of clove spice and dark berry fruit the mouthfeel is rich but also lively at the same time and overall this wine would make a great companion to lamb or grilled steak
7497,this bright rosé from central italy opens with aromas of cranberry and raspberry followed by white almond and pressed flower theres enough power and determination here to pair with roast chicken or vegetarian pasta
7498,this bright rosé is obtained through a blend of cannonau monica and bovale grapes and offers vibrant raspberry tones and aromas of wild berries the wine tastes broad and smooth in the mouth and offers a playful touch of sweetness too
7499,this brilliant chardonnay has the ripe citrus and tropical fruit you want but is also refined in winemaker technique particularly a leesy note that marries well with the pineapples in sweet clotted cream the oak is perfect and the acidity lovely in this wonderfully drinkable wine
7500,this brilliant pg has just a bit of older french oak on it which adds softening cream but the wine would be great even without it the flavors of citrus zest grapefruit sorbet melons and figs are enormously rich and strong and perfectly balanced by crisp acidity and a vibrant minerality leading to a dry clean finish what a great price for a wine of this stature
7501,this brings light flavors of leaf and hard cherry candy with a hint of colaafter its quick start the wine tails off gently
7502,this broad mouthfilling wine is simple but satisfying melon and citrus notes combine to offer just enough flavor interest while remaining refreshing on the finish
7503,this brunello riserva offers wooddriven notes of spice and smoke backed by ripe fruit and blackberry preserves it is sweet and rich in the mouth with loads of jammy fruit on the close
7504,this brut expression from northern italy boasts elegant aromas of honeysuckle stone fruit spice and crushed almonds the wine is clean and smooth with creamy effervescence that sits tight over the palate
7505,this brut expression of prosecco is easy and tight in the mouth with fresh floral fragrances of jasmine and white rose as well as fruity tones of stone fruit and lemon the mouthfeel is tight sharp and compact
7506,this brut sparkler opens with a pale straw color and offers aromas of stone fruit yellow rose and dried herbs it yields a sharp and steely sensation in the mouth followed by crisp acidity and refreshing fruit tones
7507,this brut style prosecco from gancia one of the most historic producers of this popular italian sparkling wine offers fresh floral aromas backed by drying mineral tones and pulpy notes of peach and apricot the finish is crisp cleansing and tonic
7508,this cab is a bit sweet in raisin and currant fruit and astringent in dry hard tannins together they give a rustic feeling not going anywhere so drink now
7509,this cabernet franc is beautiful with incredible succulence persistence heat power and a full plate of enticing fragrances coffee root beer chocolate nutella graham cracker and cherry liqueur are only a few elements of the wines complexity
7510,this cabernet franc malbec and gamay blend is not for lovers of fullbodied reds but it does have plenty of lively fresh bitter cherry and red currant flavors and a dry tannic backbone a great partner with salmon or cold meats
7511,this cabernet francbased bordeaux blend is softly approachable now for its wealth of black and red cherry currant and toasty oak flavors it has rich tannins and a long spicy finish should hold in the bottle and possibly gain momentum for 45 years
7512,this cabernet has a lean profile and is bordeauxlike in weight and texture but theres lots of dark raspberry and tobacco aromas and flavors hints of mint and licorice add a touch of complexity finishes with a slight herbal note and even tannins
7513,this cabernet is a blend of estate and purchased fruit in a successful year it rivals stags leaps best wines including cask 23 and 2008 was a very successful year blended with 2 merlot and aged in lots of new french oak the wine is in a word stunning rich flashy blackberry and dark chocolate flavors are anchored by an earthiness suggesting cured olives and dried herbs delicious now this beauty should develop additional complexities throughout the decade
7514,this cabernet remains tough in tannins and a little harsh in acidity the blackberry roasted meat pepper and toast flavors are rich and complex
7515,this cabernet sauvignon and merlot blend offers aromas and flavors of tobacco and plum with a spin of cherry hearty but elegant the wine will age nicely for several years pair with likeminded dishes with a smoky edge
7516,this cabernet sauvignon demonstrates proportionate fruit acid and barrel components the only downside if there is one is a hint of underripeness manifested as a whiff of asparagus
